"日期","时间","证券代码","证券名称","买/卖","数量","成交价","成交金额","平仓盈亏","交易费用","成交类型"
"2016-07-29","2016-07-29 09:30:00.000","600615.SH","丰华股份","买入","100","19.37","1937","--","5","普通成交"
"2016-07-29","2016-07-29 09:30:00.000","600249.SH","两面针","卖出","1600","7.4","11840","141.88 / 1.21%","16.84","普通成交"
"2016-07-29","2016-07-29 09:30:00.000","002160.SZ","常铝股份","买入","500","8.67","4335","--","5","普通成交"
"2016-07-28","2016-07-28 09:30:00.000","600615.SH","丰华股份","卖出","200","19.51","3902","-27.36 / -0.7%","8.9","普通成交"
"2016-07-28","2016-07-28 09:30:00.000","600249.SH","两面针","买入","200","7.25","1450","--","5","普通成交"
"2016-07-28","2016-07-28 09:30:00.000","600238.SH","海南椰岛","卖出","200","11.75","2350","-51.03 / -2.13%","7.35","普通成交"
"2016-07-28","2016-07-28 09:30:00.000","002160.SZ","常铝股份","买入","200","8.53","1706","--","5","普通成交"
"2016-07-27","2016-07-27 09:30:00.000","600615.SH","丰华股份","卖出","100","20.02","2002","37.32 / 1.9%","7","普通成交"
"2016-07-27","2016-07-27 09:30:00.000","600238.SH","海南椰岛","买入","100","12.12","1212","--","5","普通成交"
"2016-07-26","2016-07-26 09:30:00.000","600615.SH","丰华股份","买入","200","19.2","3840","--","5","普通成交"
"2016-07-26","2016-07-26 09:30:00.000","600249.SH","两面针","买入","400","7.26","2904","--","5","普通成交"
"2016-07-26","2016-07-26 09:30:00.000","600238.SH","海南椰岛","买入","200","12.03","2406","--","5","普通成交"
"2016-07-26","2016-07-26 09:30:00.000","300132.SZ","青松股份","卖出","100","8.28","828","-3.25 / -0.39%","5.83","普通成交"
"2016-07-26","2016-07-26 09:30:00.000","002160.SZ","常铝股份","卖出","300","9.1","2730","14.19 / 0.52%","7.73","普通成交"
"2016-07-25","2016-07-25 09:30:00.000","600615.SH","丰华股份","买入","9300","19.65","182745","--","54.82","普通成交"
"2016-07-25","2016-07-25 09:30:00.000","600249.SH","两面针","买入","26300","7.31","192253","--","57.68","普通成交"
"2016-07-25","2016-07-25 09:30:00.000","600238.SH","海南椰岛","买入","16800","12","201600","--","60.48","普通成交"
"2016-07-25","2016-07-25 09:30:00.000","300132.SZ","青松股份","买入","22200","8.31","184482","--","55.34","普通成交"
"2016-07-25","2016-07-25 09:30:00.000","002461.SZ","珠江啤酒","买入","14200","12.12","172104","--","51.63","普通成交"
"2016-07-25","2016-07-25 09:30:00.000","002160.SZ","常铝股份","买入","21400","9.05","193670","--","58.1","普通成交"
"2016-07-19","2016-07-19 09:30:00.000","600371.SH","万向德农","卖出","10000","16.2","162000","472.88 / 0.29%","210.6","普通成交"
"2016-07-19","2016-07-19 09:30:00.000","600191.SH","华资实业","卖出","15800","13.56","214248","-7429.65 / -3.35%","278.52","普通成交"
"2016-07-18","2016-07-18 09:30:00.000","600615.SH","丰华股份","卖出","9900","19.07","188793","3995.39 / 2.16%","245.43","普通成交"
"2016-07-18","2016-07-18 09:30:00.000","600371.SH","万向德农","卖出","300","16.65","4995","149.19 / 3.08%","10","普通成交"
"2016-07-18","2016-07-18 09:30:00.000","600238.SH","海南椰岛","卖出","16100","12.45","200445","9568.55 / 5.01%","260.58","普通成交"
"2016-07-18","2016-07-18 09:30:00.000","600191.SH","华资实业","买入","300","13.42","4026","--","5","普通成交"
"2016-07-18","2016-07-18 09:30:00.000","002461.SZ","珠江啤酒","卖出","14600","12.26","178996","822.56 / 0.46%","232.69","普通成交"
"2016-07-18","2016-07-18 09:30:00.000","002160.SZ","常铝股份","卖出","19300","9.48","182964","-54.89 / -0.03%","237.85","普通成交"
"2016-07-15","2016-07-15 09:30:00.000","600615.SH","丰华股份","卖出","300","19.23","5769","169.07 / 3.02%","10.77","普通成交"
"2016-07-15","2016-07-15 09:30:00.000","600371.SH","万向德农","买入","100","16.11","1611","--","5","普通成交"
"2016-07-15","2016-07-15 09:30:00.000","600238.SH","海南椰岛","卖出","200","12.45","2490","118.86 / 5.01%","7.49","普通成交"
"2016-07-14","2016-07-14 09:30:00.000","600615.SH","丰华股份","买入","100","18.7","1870","--","5","普通成交"
"2016-07-13","2016-07-13 09:30:00.000","600238.SH","海南椰岛","买入","100","12.15","1215","--","5","普通成交"
"2016-07-13","2016-07-13 09:30:00.000","600191.SH","华资实业","买入","200","13.58","2716","--","5","普通成交"
"2016-07-13","2016-07-13 09:30:00.000","002461.SZ","珠江啤酒","卖出","200","12.25","2450","9.27 / 0.38%","7.45","普通成交"
"2016-07-12","2016-07-12 09:30:00.000","600371.SH","万向德农","买入","100","15.88","1588","--","5","普通成交"
"2016-07-12","2016-07-12 09:30:00.000","600238.SH","海南椰岛","卖出","400","12.2","4880","138.58 / 2.92%","9.88","普通成交"
"2016-07-12","2016-07-12 09:30:00.000","600191.SH","华资实业","买入","200","13.51","2702","--","5","普通成交"
"2016-07-12","2016-07-12 09:30:00.000","002160.SZ","常铝股份","卖出","100","9.7","970","21.72 / 2.29%","5.97","普通成交"
"2016-07-11","2016-07-11 09:30:00.000","600615.SH","丰华股份","买入","10100","18.66","188466","--","56.54","普通成交"
"2016-07-11","2016-07-11 09:30:00.000","600371.SH","万向德农","买入","10100","16.15","163115","--","48.93","普通成交"
"2016-07-11","2016-07-11 09:30:00.000","600238.SH","海南椰岛","买入","16600","11.85","196710","--","59.01","普通成交"
"2016-07-11","2016-07-11 09:30:00.000","600191.SH","华资实业","买入","15100","14.05","212155","--","63.65","普通成交"
"2016-07-11","2016-07-11 09:30:00.000","002461.SZ","珠江啤酒","买入","14800","12.2","180560","--","54.17","普通成交"
"2016-07-11","2016-07-11 09:30:00.000","002160.SZ","常铝股份","买入","19400","9.48","183912","--","55.17","普通成交"
"2016-06-28","2016-06-28 09:30:00.000","600371.SH","万向德农","卖出","10800","15","162000","852.49 / 0.53%","210.6","普通成交"
"2016-06-28","2016-06-28 09:30:00.000","002216.SZ","三全食品","卖出","25600","8.59","219904","15894.96 / 7.79%","285.88","普通成交"
"2016-06-28","2016-06-28 09:30:00.000","600191.SH","华资实业","卖出","16700","13.12","219104","10251.55 / 4.91%","284.84","普通成交"
"2016-06-27","2016-06-27 09:30:00.000","601998.SH","中信银行","卖出","31100","5.56","172916","1379.91 / 0.8%","224.79","普通成交"
"2016-06-27","2016-06-27 09:30:00.000","601818.SH","光大银行","卖出","55900","3.62","202358","4735.98 / 2.4%","263.07","普通成交"
"2016-06-27","2016-06-27 09:30:00.000","600371.SH","万向德农","买入","100","14.53","1453","--","5","普通成交"
"2016-06-27","2016-06-27 09:30:00.000","600191.SH","华资实业","买入","400","13.1","5240","--","5","普通成交"
"2016-06-27","2016-06-27 09:30:00.000","002732.SZ","燕塘乳业","卖出","5800","25.37","147146","-1082.12 / -0.73%","191.29","普通成交"
"2016-06-27","2016-06-27 09:30:00.000","002216.SZ","三全食品","卖出","1000","8.57","8570","600.9 / 7.54%","13.57","普通成交"
"2016-06-24","2016-06-24 09:30:00.000","601998.SH","中信银行","买入","600","5.63","3378","--","5","普通成交"
"2016-06-24","2016-06-24 09:30:00.000","601818.SH","光大银行","买入","1300","3.67","4771","--","5","普通成交"
"2016-06-24","2016-06-24 09:30:00.000","600371.SH","万向德农","买入","200","14.94","2988","--","5","普通成交"
"2016-06-24","2016-06-24 09:30:00.000","600191.SH","华资实业","卖出","1100","13.59","14949","1208.62 / 8.8%","19.95","普通成交"
"2016-06-23","2016-06-23 09:30:00.000","601818.SH","光大银行","买入","100","3.68","368","--","5","普通成交"
"2016-06-23","2016-06-23 09:30:00.000","600191.SH","华资实业","买入","200","12.38","2476","--","5","普通成交"
"2016-06-23","2016-06-23 09:30:00.000","002216.SZ","三全食品","买入","100","8.29","829","--","5","普通成交"
"2016-06-22","2016-06-22 09:30:00.000","601998.SH","中信银行","卖出","200","5.57","1114","11.36 / 1.03%","6.11","普通成交"
"2016-06-22","2016-06-22 09:30:00.000","601818.SH","光大银行","卖出","700","3.64","2548","75.87 / 3.07%","7.55","普通成交"
"2016-06-21","2016-06-21 09:30:00.000","601818.SH","光大银行","买入","100","3.64","364","--","5","普通成交"
"2016-06-21","2016-06-21 09:30:00.000","600191.SH","华资实业","买入","16500","12.49","206085","--","61.83","普通成交"
"2016-06-21","2016-06-21 09:30:00.000","002216.SZ","三全食品","买入","1100","8.35","9185","--","5","普通成交"
"2016-06-21","2016-06-21 09:30:00.000","300175.SZ","朗源股份","卖出","20500","8.41","172405","14781.7 / 9.38%","224.13","普通成交"
"2016-06-20","2016-06-20 09:30:00.000","601998.SH","中信银行","买入","200","5.57","1114","--","5","普通成交"
"2016-06-20","2016-06-20 09:30:00.000","600371.SH","万向德农","卖出","2900","15.09","43761","482.91 / 1.12%","56.89","普通成交"
"2016-06-20","2016-06-20 09:30:00.000","600191.SH","华资实业","买入","700","12.45","8715","--","5","普通成交"
"2016-06-20","2016-06-20 09:30:00.000","300175.SZ","朗源股份","买入","100","8.25","825","--","5","普通成交"
"2016-06-20","2016-06-20 09:30:00.000","002732.SZ","燕塘乳业","卖出","400","26.3","10520","297.37 / 2.91%","15.52","普通成交"
"2016-06-20","2016-06-20 09:30:00.000","002216.SZ","三全食品","买入","500","8.3","4150","--","5","普通成交"
"2016-06-20","2016-06-20 00:00:00.000","600371.SH","万向德农","卖出","0","15","278.72","--","69.68","除权除息"
"2016-06-17","2016-06-17 09:30:00.000","601998.SH","中信银行","买入","600","5.57","3342","--","5","普通成交"
"2016-06-17","2016-06-17 09:30:00.000","601818.SH","光大银行","买入","700","3.63","2541","--","5","普通成交"
"2016-06-17","2016-06-17 09:30:00.000","600371.SH","万向德农","买入","100","14.97","1497","--","5","普通成交"
"2016-06-17","2016-06-17 09:30:00.000","300175.SZ","朗源股份","卖出","700","8.28","5796","415.84 / 7.73%","10.8","普通成交"
"2016-06-17","2016-06-17 09:30:00.000","002732.SZ","燕塘乳业","卖出","200","26","5200","88.69 / 1.74%","10.2","普通成交"
"2016-06-16","2016-06-16 09:30:00.000","601818.SH","光大银行","买入","700","3.64","2548","--","5","普通成交"
"2016-06-16","2016-06-16 09:30:00.000","300175.SZ","朗源股份","卖出","300","8.2","2460","154.22 / 6.69%","7.46","普通成交"
"2016-06-15","2016-06-15 09:30:00.000","601998.SH","中信银行","买入","100","5.51","551","--","5","普通成交"
"2016-06-15","2016-06-15 09:30:00.000","601818.SH","光大银行","买入","500","3.62","1810","--","5","普通成交"
"2016-06-15","2016-06-15 09:30:00.000","600371.SH","万向德农","买入","100","14.59","1459","--","5","普通成交"
"2016-06-15","2016-06-15 09:30:00.000","300175.SZ","朗源股份","买入","700","7.7","5390","--","5","普通成交"
"2016-06-15","2016-06-15 09:30:00.000","002216.SZ","三全食品","卖出","500","8.12","4060","88.13 / 2.22%","9.06","普通成交"
"2016-06-14","2016-06-14 09:30:00.000","601998.SH","中信银行","卖出","200","5.52","1104","1.76 / 0.16%","6.1","普通成交"
"2016-06-14","2016-06-14 09:30:00.000","601818.SH","光大银行","卖出","1100","3.63","3993","112.77 / 2.91%","8.99","普通成交"
"2016-06-14","2016-06-14 09:30:00.000","002216.SZ","三全食品","买入","2400","7.81","18744","--","5.62","普通成交"
"2016-06-13","2016-06-13 09:30:00.000","601998.SH","中信银行","卖出","1100","5.66","6226","163.68 / 2.7%","11.23","普通成交"
"2016-06-13","2016-06-13 09:30:00.000","601818.SH","光大银行","买入","1200","3.68","4416","--","5","普通成交"
"2016-06-13","2016-06-13 09:30:00.000","600371.SH","万向德农","卖出","200","15.01","3002","10.96 / 0.37%","8","普通成交"
"2016-06-13","2016-06-13 09:30:00.000","300175.SZ","朗源股份","买入","400","8.13","3252","--","5","普通成交"
"2016-06-13","2016-06-13 09:30:00.000","002732.SZ","燕塘乳业","卖出","700","25.2","17640","-249.6 / -1.4%","22.93","普通成交"
"2016-06-13","2016-06-13 09:30:00.000","002216.SZ","三全食品","买入","200","8.06","1612","--","5","普通成交"
"2016-06-08","2016-06-08 09:30:00.000","601998.SH","中信银行","买入","100","5.69","569","--","5","普通成交"
"2016-06-08","2016-06-08 09:30:00.000","601818.SH","光大银行","买入","100","3.7","370","--","5","普通成交"
"2016-06-07","2016-06-07 09:30:00.000","600371.SH","万向德农","买入","400","15.5","6200","--","5","普通成交"
"2016-06-07","2016-06-07 09:30:00.000","300175.SZ","朗源股份","买入","100","8.11","811","--","5","普通成交"
"2016-06-07","2016-06-07 09:30:00.000","002732.SZ","燕塘乳业","买入","7000","25.55","178850","--","53.66","普通成交"
"2016-06-07","2016-06-07 09:30:00.000","002216.SZ","三全食品","卖出","300","8.3","2490","103.1 / 4.32%","7.49","普通成交"
"2016-06-07","2016-06-07 09:30:00.000","002461.SZ","珠江啤酒","卖出","15600","11.91","185796","6799.37 / 3.8%","241.53","普通成交"
"2016-06-06","2016-06-06 09:30:00.000","601998.SH","中信银行","买入","2100","5.72","12012","--","5","普通成交"
"2016-06-06","2016-06-06 09:30:00.000","601818.SH","光大银行","卖出","3100","3.71","11501","578.1 / 5.29%","16.5","普通成交"
"2016-06-06","2016-06-06 09:30:00.000","600371.SH","万向德农","买入","700","15.6","10920","--","5","普通成交"
"2016-06-06","2016-06-06 09:30:00.000","300175.SZ","朗源股份","卖出","1300","8.24","10712","736.03 / 7.38%","15.71","普通成交"
"2016-06-06","2016-06-06 09:30:00.000","002732.SZ","燕塘乳业","买入","100","25.43","2543","--","5","普通成交"
"2016-06-06","2016-06-06 09:30:00.000","002461.SZ","珠江啤酒","卖出","300","12.08","3624","181.76 / 5.28%","8.62","普通成交"
"2016-06-03","2016-06-03 09:30:00.000","601998.SH","中信银行","买入","100","5.73","573","--","5","普通成交"
"2016-06-03","2016-06-03 09:30:00.000","601818.SH","光大银行","买入","400","3.69","1476","--","5","普通成交"
"2016-06-03","2016-06-03 09:30:00.000","600371.SH","万向德农","卖出","100","15.75","1575","85.0 / 5.7%","6.58","普通成交"
"2016-06-02","2016-06-02 09:30:00.000","002216.SZ","三全食品","卖出","100","8.03","803","7.37 / 0.93%","5.8","普通成交"
"2016-06-01","2016-06-01 09:30:00.000","601818.SH","光大银行","买入","100","3.7","370","--","5","普通成交"
"2016-06-01","2016-06-01 09:30:00.000","300175.SZ","朗源股份","买入","200","8.3","1660","--","5","普通成交"
"2016-05-31","2016-05-31 09:30:00.000","601818.SH","光大银行","卖出","400","3.59","1436","27.27 / 1.94%","6.44","普通成交"
"2016-05-31","2016-05-31 09:30:00.000","300175.SZ","朗源股份","买入","700","8.03","5621","--","5","普通成交"
"2016-05-31","2016-05-31 09:30:00.000","002461.SZ","珠江啤酒","买入","300","11.37","3411","--","5","普通成交"
"2016-05-31","2016-05-31 09:30:00.000","002216.SZ","三全食品","买入","300","7.8","2340","--","5","普通成交"
"2016-05-31","2016-05-31 00:00:00.000","002216.SZ","三全食品","卖出","0","7.75","238.16","--","59.54","除权除息"
"2016-05-30","2016-05-30 09:30:00.000","601998.SH","中信银行","买入","100","5.53","553","--","5","普通成交"
"2016-05-30","2016-05-30 09:30:00.000","601818.SH","光大银行","卖出","300","3.55","1065","8.45 / 0.8%","6.07","普通成交"
"2016-05-30","2016-05-30 09:30:00.000","600371.SH","万向德农","卖出","700","15.07","10549","119.02 / 1.14%","15.55","普通成交"
"2016-05-30","2016-05-30 00:00:00.000","002461.SZ","珠江啤酒","卖出","0","11.47","624","--","156","除权除息"
"2016-05-27","2016-05-27 09:30:00.000","600371.SH","万向德农","买入","200","15","3000","--","5","普通成交"
"2016-05-27","2016-05-27 09:30:00.000","002461.SZ","珠江啤酒","卖出","100","11.46","1146","-6.59 / -0.57%","6.15","普通成交"
"2016-05-27","2016-05-27 09:30:00.000","002216.SZ","三全食品","买入","100","7.77","777","--","5","普通成交"
"2016-05-26","2016-05-26 09:30:00.000","601998.SH","中信银行","卖出","100","5.47","547","-2.38 / -0.43%","5.55","普通成交"
"2016-05-26","2016-05-26 09:30:00.000","601818.SH","光大银行","卖出","500","3.55","1775","14.09 / 0.8%","6.78","普通成交"
"2016-05-26","2016-05-26 09:30:00.000","300175.SZ","朗源股份","买入","200","7.76","1552","--","5","普通成交"
"2016-05-26","2016-05-26 09:30:00.000","002216.SZ","三全食品","买入","400","7.82","3128","--","5","普通成交"
"2016-05-25","2016-05-25 09:30:00.000","601998.SH","中信银行","买入","300","5.51","1653","--","5","普通成交"
"2016-05-25","2016-05-25 09:30:00.000","600371.SH","万向德农","卖出","400","15.31","6124","164.79 / 2.77%","11.12","普通成交"
"2016-05-25","2016-05-25 09:30:00.000","300175.SZ","朗源股份","买入","100","7.88","788","--","5","普通成交"
"2016-05-25","2016-05-25 09:30:00.000","002461.SZ","珠江啤酒","卖出","100","11.51","1151","-1.59 / -0.14%","6.15","普通成交"
"2016-05-24","2016-05-24 09:30:00.000","601998.SH","中信银行","买入","100","5.53","553","--","5","普通成交"
"2016-05-24","2016-05-24 09:30:00.000","601818.SH","光大银行","买入","200","3.54","708","--","5","普通成交"
"2016-05-24","2016-05-24 09:30:00.000","002461.SZ","珠江啤酒","卖出","100","11.36","1136","-16.59 / -1.44%","6.14","普通成交"
"2016-05-24","2016-05-24 09:30:00.000","002216.SZ","三全食品","买入","22200","7.97","176934","--","53.08","普通成交"
"2016-05-24","2016-05-24 09:30:00.000","002732.SZ","燕塘乳业","卖出","7000","24.39","170730","-3324.48 / -1.91%","221.95","普通成交"
"2016-05-23","2016-05-23 09:30:00.000","601998.SH","中信银行","买入","300","5.51","1653","--","5","普通成交"
"2016-05-23","2016-05-23 09:30:00.000","601818.SH","光大银行","买入","100","3.53","353","--","5","普通成交"
"2016-05-23","2016-05-23 09:30:00.000","600371.SH","万向德农","买入","100","14.97","1497","--","5","普通成交"
"2016-05-23","2016-05-23 09:30:00.000","300175.SZ","朗源股份","卖出","600","7.85","4710","118.49 / 2.58%","9.71","普通成交"
"2016-05-23","2016-05-23 09:30:00.000","002461.SZ","珠江啤酒","卖出","500","11.32","5660","-102.93 / -1.79%","10.66","普通成交"
"2016-05-23","2016-05-23 09:30:00.000","002216.SZ","三全食品","买入","200","7.85","1570","--","5","普通成交"
"2016-05-20","2016-05-20 09:30:00.000","601998.SH","中信银行","买入","100","5.48","548","--","5","普通成交"
"2016-05-20","2016-05-20 09:30:00.000","600371.SH","万向德农","买入","400","14.54","5816","--","5","普通成交"
"2016-05-20","2016-05-20 09:30:00.000","002732.SZ","燕塘乳业","买入","100","23.95","2395","--","5","普通成交"
"2016-05-19","2016-05-19 09:30:00.000","601998.SH","中信银行","卖出","800","5.5","4400","5.9 / 0.13%","9.4","普通成交"
"2016-05-19","2016-05-19 09:30:00.000","601818.SH","光大银行","卖出","1600","3.51","5616","-18.51 / -0.33%","10.62","普通成交"
"2016-05-19","2016-05-19 09:30:00.000","300175.SZ","朗源股份","买入","100","7.65","765","--","5","普通成交"
"2016-05-19","2016-05-19 09:30:00.000","002461.SZ","珠江啤酒","买入","100","11.2","1120","--","5","普通成交"
"2016-05-18","2016-05-18 09:30:00.000","600371.SH","万向德农","买入","100","15.29","1529","--","5","普通成交"
"2016-05-18","2016-05-18 09:30:00.000","300175.SZ","朗源股份","卖出","300","7.85","2355","59.31 / 2.58%","7.36","普通成交"
"2016-05-18","2016-05-18 09:30:00.000","002461.SZ","珠江啤酒","买入","100","11.5","1150","--","5","普通成交"
"2016-05-17","2016-05-17 09:30:00.000","601998.SH","中信银行","买入","400","5.55","2220","--","5","普通成交"
"2016-05-17","2016-05-17 09:30:00.000","601818.SH","光大银行","买入","1300","3.54","4602","--","5","普通成交"
"2016-05-17","2016-05-17 09:30:00.000","600371.SH","万向德农","卖出","400","15.81","6324","362.21 / 6.08%","11.32","普通成交"
"2016-05-17","2016-05-17 09:30:00.000","300175.SZ","朗源股份","卖出","200","7.93","1586","55.54 / 3.63%","6.59","普通成交"
"2016-05-17","2016-05-17 09:30:00.000","002461.SZ","珠江啤酒","买入","300","11.72","3516","--","5","普通成交"
"2016-05-16","2016-05-16 09:30:00.000","601998.SH","中信银行","买入","28400","5.49","155916","--","46.77","普通成交"
"2016-05-16","2016-05-16 09:30:00.000","601818.SH","光大银行","买入","56800","3.52","199936","--","59.98","普通成交"
"2016-05-16","2016-05-16 09:30:00.000","600371.SH","万向德农","买入","13100","14.9","195190","--","58.56","普通成交"
"2016-05-16","2016-05-16 09:30:00.000","300175.SZ","朗源股份","买入","21300","7.65","162945","--","48.88","普通成交"
"2016-05-16","2016-05-16 09:30:00.000","002732.SZ","燕塘乳业","买入","6900","24.87","171603","--","51.48","普通成交"
"2016-05-16","2016-05-16 09:30:00.000","002461.SZ","珠江啤酒","买入","15900","11.52","183168","--","54.95","普通成交"
"2016-04-18","2016-04-18 09:30:00.000","600881.SH","亚泰集团","卖出","29700","5.87","174339","17110.76 / 10.88%","226.64","普通成交"
"2016-04-06","2016-04-06 09:30:00.000","600805.SH","悦达投资","卖出","21100","8.72","183992","3577.93 / 1.98%","239.19","普通成交"
"2016-04-06","2016-04-06 09:30:00.000","300413.SZ","快乐购","卖出","6200","30","186000","8192.67 / 4.61%","241.8","普通成交"
"2016-04-06","2016-04-06 09:30:00.000","000158.SZ","常山股份","卖出","13900","12.88","179032","5999.57 / 3.47%","232.74","普通成交"
"2016-04-06","2016-04-06 09:30:00.000","000529.SZ","广弘控股","卖出","17600","10.18","179168","24619.43 / 15.93%","232.92","普通成交"
"2016-04-06","2016-04-06 09:30:00.000","600850.SH","华东电脑","卖出","4500","38.16","171720","5620.18 / 3.38%","223.24","普通成交"
"2016-04-05","2016-04-05 09:30:00.000","600805.SH","悦达投资","买入","800","8.49","6792","--","5","普通成交"
"2016-04-05","2016-04-05 09:30:00.000","300413.SZ","快乐购","卖出","100","29.61","2961","93.14 / 3.25%","7.96","普通成交"
"2016-04-05","2016-04-05 09:30:00.000","000529.SZ","广弘控股","卖出","500","9.39","4695","304.42 / 6.93%","9.7","普通成交"
"2016-04-05","2016-04-05 09:30:00.000","000158.SZ","常山股份","买入","100","12.19","1219","--","5","普通成交"
"2016-04-01","2016-04-01 09:30:00.000","600881.SH","亚泰集团","买入","300","5.46","1638","--","5","普通成交"
"2016-04-01","2016-04-01 09:30:00.000","600805.SH","悦达投资","卖出","100","8.66","866","10.74 / 1.26%","5.87","普通成交"
"2016-04-01","2016-04-01 09:30:00.000","000158.SZ","常山股份","买入","300","12.26","3678","--","5","普通成交"
"2016-03-31","2016-03-31 09:30:00.000","600881.SH","亚泰集团","买入","300","5.48","1644","--","5","普通成交"
"2016-03-31","2016-03-31 09:30:00.000","000529.SZ","广弘控股","买入","100","8.75","875","--","5","普通成交"
"2016-03-30","2016-03-30 09:30:00.000","600881.SH","亚泰集团","卖出","1600","5.39","8624","160.15 / 1.89%","13.62","普通成交"
"2016-03-30","2016-03-30 09:30:00.000","000529.SZ","广弘控股","买入","100","8.45","845","--","5","普通成交"
"2016-03-29","2016-03-29 09:30:00.000","600881.SH","亚泰集团","买入","400","5.15","2060","--","5","普通成交"
"2016-03-29","2016-03-29 09:30:00.000","000529.SZ","广弘控股","卖出","200","8.7","1740","-16.53 / -0.94%","6.74","普通成交"
"2016-03-29","2016-03-29 09:30:00.000","000158.SZ","常山股份","卖出","100","12.23","1223","-22.37 / -1.8%","6.22","普通成交"
"2016-03-28","2016-03-28 09:30:00.000","600881.SH","亚泰集团","买入","30300","5.29","160287","--","48.09","普通成交"
"2016-03-28","2016-03-28 09:30:00.000","600850.SH","华东电脑","买入","4500","36.9","166050","--","49.82","普通成交"
"2016-03-28","2016-03-28 09:30:00.000","600805.SH","悦达投资","买入","20400","8.55","174420","--","52.33","普通成交"
"2016-03-28","2016-03-28 09:30:00.000","300413.SZ","快乐购","买入","6300","28.67","180621","--","54.19","普通成交"
"2016-03-28","2016-03-28 09:30:00.000","000529.SZ","广弘控股","买入","18100","8.78","158918","--","47.68","普通成交"
"2016-03-28","2016-03-28 09:30:00.000","000158.SZ","常山股份","买入","13600","12.45","169320","--","50.8","普通成交"
"2016-01-26","2016-01-26 09:30:00.000","600629.SH","华建集团","卖出","9800","16.6","162680","10515.32 / 6.91%","211.48","普通成交"
"2016-01-26","2016-01-26 09:30:00.000","002469.SZ","三维工程","卖出","13800","12.52","172776","18385.27 / 11.91%","224.61","普通成交"
"2016-01-25","2016-01-25 09:30:00.000","600180.SH","瑞茂通","卖出","10900","15.75","171675","8288.91 / 5.07%","223.18","普通成交"
"2016-01-25","2016-01-25 09:30:00.000","300397.SZ","天和防务","卖出","2800","59.93","167804","15049.93 / 9.85%","218.15","普通成交"
"2016-01-25","2016-01-25 09:30:00.000","002469.SZ","三维工程","买入","500","12.55","6275","--","5","普通成交"
"2016-01-25","2016-01-25 09:30:00.000","002414.SZ","高德红外","卖出","7700","21.79","167783","12217.62 / 7.85%","218.12","普通成交"
"2016-01-25","2016-01-25 09:30:00.000","000755.SZ","山西三维","卖出","24300","6.76","164268","9626.88 / 6.23%","213.55","普通成交"
"2016-01-22","2016-01-22 09:30:00.000","600629.SH","华建集团","买入","100","16.12","1612","--","5","普通成交"
"2016-01-22","2016-01-22 09:30:00.000","600180.SH","瑞茂通","买入","100","15.48","1548","--","5","普通成交"
"2016-01-22","2016-01-22 09:30:00.000","300397.SZ","天和防务","买入","100","57.98","5798","--","5","普通成交"
"2016-01-22","2016-01-22 09:30:00.000","002469.SZ","三维工程","卖出","1500","12.75","19125","2420.78 / 14.49%","24.86","普通成交"
"2016-01-22","2016-01-22 09:30:00.000","000755.SZ","山西三维","买入","500","6.57","3285","--","5","普通成交"
"2016-01-21","2016-01-21 09:30:00.000","600629.SH","华建集团","买入","100","16.38","1638","--","5","普通成交"
"2016-01-21","2016-01-21 09:30:00.000","600180.SH","瑞茂通","买入","100","15.89","1589","--","5","普通成交"
"2016-01-21","2016-01-21 09:30:00.000","002414.SZ","高德红外","卖出","100","21.6","2160","139.67 / 6.91%","7.16","普通成交"
"2016-01-21","2016-01-21 09:30:00.000","000755.SZ","山西三维","卖出","100","6.87","687","51.07 / 8.03%","5.69","普通成交"
"2016-01-20","2016-01-20 09:30:00.000","600180.SH","瑞茂通","买入","100","16.4","1640","--","5","普通成交"
"2016-01-20","2016-01-20 09:30:00.000","002469.SZ","三维工程","买入","200","12.04","2408","--","5","普通成交"
"2016-01-20","2016-01-20 09:30:00.000","000755.SZ","山西三维","卖出","400","6.9","2760","216.28 / 8.5%","7.76","普通成交"
"2016-01-19","2016-01-19 09:30:00.000","600629.SH","华建集团","买入","200","16.25","3250","--","5","普通成交"
"2016-01-19","2016-01-19 09:30:00.000","600180.SH","瑞茂通","买入","100","15.67","1567","--","5","普通成交"
"2016-01-19","2016-01-19 09:30:00.000","002469.SZ","三维工程","买入","500","11.68","5840","--","5","普通成交"
"2016-01-19","2016-01-19 09:30:00.000","002414.SZ","高德红外","买入","400","21.25","8500","--","5","普通成交"
"2016-01-19","2016-01-19 09:30:00.000","000755.SZ","山西三维","买入","800","6.57","5256","--","5","普通成交"
"2016-01-18","2016-01-18 09:30:00.000","600629.SH","华建集团","买入","9400","15.49","145606","--","43.68","普通成交"
"2016-01-18","2016-01-18 09:30:00.000","600180.SH","瑞茂通","买入","10500","14.95","156975","--","47.09","普通成交"
"2016-01-18","2016-01-18 09:30:00.000","300397.SZ","天和防务","买入","2700","54.41","146907","--","44.07","普通成交"
"2016-01-18","2016-01-18 09:30:00.000","002469.SZ","三维工程","买入","14100","11.1","156510","--","46.95","普通成交"
"2016-01-18","2016-01-18 09:30:00.000","002414.SZ","高德红外","买入","7400","20.14","149036","--","44.71","普通成交"
"2016-01-18","2016-01-18 09:30:00.000","000755.SZ","山西三维","买入","23500","6.35","149225","--","44.77","普通成交"
"2015-12-22","2015-12-22 09:30:00.000","300167.SZ","迪威视讯","卖出","5800","22.49","130442","2819.7 / 2.21%","169.57","普通成交"
