"日期","时间","证券代码","证券名称","买/卖","数量","成交价","成交金额","平仓盈亏","交易费用","成交类型"
"2026-09-21","2026-09-21 09:30:00.000","688709.SH","成都华微","卖出","33906","25.19","854092.14","68158.59 / 8.67%","1110.32","普通成交"
"2026-09-21","2026-09-21 09:30:00.000","688539.SH","高华科技","卖出","33017","24.53","809907.01","63194.74 / 8.46%","1052.88","普通成交"
"2026-09-21","2026-09-21 09:30:00.000","688283.SH","坤恒顺维","卖出","26109","27.52","718519.68","40906.48 / 6.04%","934.08","普通成交"
"2026-09-21","2026-09-21 09:30:00.000","301590.SZ","优优绿能","买入","100","69.66","6966","--","5","普通成交"
"2026-09-21","2026-09-21 09:30:00.000","301325.SZ","曼恩斯特","买入","200","31.8","6360","--","5","普通成交"
"2026-09-21","2026-09-21 09:30:00.000","002544.SZ","普天科技","卖出","56900","16.19","921211","12886.49 / 1.42%","1197.57","普通成交"
"2026-09-18","2026-09-18 09:30:00.000","688539.SH","高华科技","买入","344","23.28","8008.32","--","5","普通成交"
"2026-09-18","2026-09-18 09:30:00.000","688283.SH","坤恒顺维","买入","670","26.45","17721.5","--","5.32","普通成交"
"2026-09-18","2026-09-18 09:30:00.000","301325.SZ","曼恩斯特","卖出","1000","31.27","31270","3534.67 / 12.74%","40.65","普通成交"
"2026-09-18","2026-09-18 09:30:00.000","002544.SZ","普天科技","买入","1000","15.89","15890","--","5","普通成交"
"2026-09-17","2026-09-17 09:30:00.000","688539.SH","高华科技","卖出","600","23.62","14172","606.69 / 4.47%","19.17","普通成交"
"2026-09-17","2026-09-17 09:30:00.000","301325.SZ","曼恩斯特","买入","300","30.39","9117","--","5","普通成交"
"2026-09-17","2026-09-17 09:30:00.000","002544.SZ","普天科技","买入","1000","16.11","16110","--","5","普通成交"
"2026-09-16","2026-09-16 09:30:00.000","688709.SH","成都华微","买入","359","23.43","8411.37","--","5","普通成交"
"2026-09-16","2026-09-16 09:30:00.000","688539.SH","高华科技","买入","765","22.69","17357.85","--","5.21","普通成交"
"2026-09-16","2026-09-16 09:30:00.000","301590.SZ","优优绿能","买入","100","65.11","6511","--","5","普通成交"
"2026-09-16","2026-09-16 09:30:00.000","301325.SZ","曼恩斯特","卖出","2000","29.88","59760","4343.12 / 7.84%","77.69","普通成交"
"2026-09-16","2026-09-16 09:30:00.000","002544.SZ","普天科技","买入","200","15.69","3138","--","5","普通成交"
"2026-09-15","2026-09-15 09:30:00.000","688283.SH","坤恒顺维","买入","226","26.16","5912.16","--","5","普通成交"
"2026-09-15","2026-09-15 09:30:00.000","301325.SZ","曼恩斯特","买入","100","27.7","2770","--","5","普通成交"
"2026-09-15","2026-09-15 09:30:00.000","002544.SZ","普天科技","买入","500","15.75","7875","--","5","普通成交"
"2026-09-14","2026-09-14 09:30:00.000","688709.SH","成都华微","买入","33547","23.17","777283.99","--","233.19","普通成交"
"2026-09-14","2026-09-14 09:30:00.000","688539.SH","高华科技","买入","32508","22.6","734680.8","--","220.4","普通成交"
"2026-09-14","2026-09-14 09:30:00.000","688283.SH","坤恒顺维","买入","25213","25.93","653773.09","--","196.13","普通成交"
"2026-09-14","2026-09-14 09:30:00.000","301590.SZ","优优绿能","买入","9800","65.05","637490","--","191.25","普通成交"
"2026-09-14","2026-09-14 09:30:00.000","301325.SZ","曼恩斯特","买入","31700","27.7","878090","--","263.43","普通成交"
"2026-09-14","2026-09-14 09:30:00.000","002544.SZ","普天科技","买入","54200","15.96","865032","--","259.51","普通成交"
"2026-09-01","2026-09-01 09:30:00.000","688776.SH","国光电气","卖出","17718","48.62","861449.16","31597.45 / 3.81%","1119.88","普通成交"
"2026-09-01","2026-09-01 09:30:00.000","688081.SH","兴图新科","卖出","22787","27.99","637808.13","-15566.79 / -2.38%","829.15","普通成交"
"2026-09-01","2026-09-01 09:30:00.000","301560.SZ","众捷汽车","卖出","29400","23.85","701190","35236.88 / 5.29%","911.55","普通成交"
"2026-09-01","2026-09-01 09:30:00.000","301398.SZ","星源卓镁","卖出","24700","35.66","880802","107439.38 / 13.89%","1145.04","普通成交"
"2026-08-31","2026-08-31 09:30:00.000","920252.BJ","天宏锂电","卖出","59200","15.58","922336","11566.15 / 1.27%","1199.04","普通成交"
"2026-08-31","2026-08-31 09:30:00.000","688776.SH","国光电气","卖出","200","47.91","9582","214.67 / 2.29%","14.58","普通成交"
"2026-08-31","2026-08-31 09:30:00.000","688081.SH","兴图新科","买入","577","27.95","16127.15","--","5","普通成交"
"2026-08-31","2026-08-31 09:30:00.000","301590.SZ","优优绿能","卖出","7600","71.61","544236","-19421.65 / -3.45%","707.51","普通成交"
"2026-08-31","2026-08-31 09:30:00.000","301398.SZ","星源卓镁","卖出","1000","32.77","32770","1459.77 / 4.66%","42.6","普通成交"
"2026-08-28","2026-08-28 09:30:00.000","920252.BJ","天宏锂电","买入","1500","15.75","23625","--","7.09","普通成交"
"2026-08-28","2026-08-28 09:30:00.000","688776.SH","国光电气","买入","319","47.26","15075.94","--","5","普通成交"
"2026-08-28","2026-08-28 09:30:00.000","688081.SH","兴图新科","卖出","300","29","8700","92.49 / 1.07%","13.7","普通成交"
"2026-08-28","2026-08-28 09:30:00.000","301398.SZ","星源卓镁","买入","100","32","3200","--","5","普通成交"
"2026-08-27","2026-08-27 09:30:00.000","920252.BJ","天宏锂电","卖出","800","16.19","12952","652.0 / 5.3%","17.95","普通成交"
"2026-08-27","2026-08-27 09:30:00.000","688776.SH","国光电气","卖出","400","47.38","18952","220.52 / 1.18%","24.64","普通成交"
"2026-08-27","2026-08-27 09:30:00.000","301560.SZ","众捷汽车","买入","100","22.32","2232","--","5","普通成交"
"2026-08-26","2026-08-26 09:30:00.000","920252.BJ","天宏锂电","买入","1600","15.74","25184","--","7.56","普通成交"
"2026-08-26","2026-08-26 09:30:00.000","688776.SH","国光电气","买入","418","47.01","19650.18","--","5.9","普通成交"
"2026-08-26","2026-08-26 09:30:00.000","688081.SH","兴图新科","买入","215","28.99","6232.85","--","5","普通成交"
"2026-08-26","2026-08-26 09:30:00.000","301590.SZ","优优绿能","买入","100","71.14","7114","--","5","普通成交"
"2026-08-26","2026-08-26 09:30:00.000","301560.SZ","众捷汽车","卖出","400","23.03","9212","151.03 / 1.67%","14.21","普通成交"
"2026-08-26","2026-08-26 09:30:00.000","301398.SZ","星源卓镁","卖出","200","32.23","6446","184.53 / 2.95%","11.45","普通成交"
"2026-08-25","2026-08-25 09:30:00.000","920252.BJ","天宏锂电","卖出","2600","16","41600","1652.02 / 4.14%","54.08","普通成交"
"2026-08-25","2026-08-25 09:30:00.000","301590.SZ","优优绿能","买入","200","71","14200","--","5","普通成交"
"2026-08-25","2026-08-25 09:30:00.000","301560.SZ","众捷汽车","买入","400","22.32","8928","--","5","普通成交"
"2026-08-25","2026-08-25 09:30:00.000","301398.SZ","星源卓镁","买入","100","30.73","3073","--","5","普通成交"
"2026-08-24","2026-08-24 09:30:00.000","920252.BJ","天宏锂电","买入","59500","15.36","913920","--","274.18","普通成交"
"2026-08-24","2026-08-24 09:30:00.000","688776.SH","国光电气","买入","17581","46.81","822966.61","--","246.89","普通成交"
"2026-08-24","2026-08-24 09:30:00.000","688081.SH","兴图新科","买入","22295","28.68","639420.6","--","191.83","普通成交"
"2026-08-24","2026-08-24 09:30:00.000","301590.SZ","优优绿能","买入","7300","74.27","542171","--","162.65","普通成交"
"2026-08-24","2026-08-24 09:30:00.000","301560.SZ","众捷汽车","买入","29300","22.65","663645","--","199.09","普通成交"
"2026-08-24","2026-08-24 09:30:00.000","301398.SZ","星源卓镁","买入","25700","31.3","804410","--","241.32","普通成交"
"2026-07-28","2026-07-28 09:30:00.000","300991.SZ","创益通","卖出","25900","25.67","664853","-681.92 / -0.1%","864.31","普通成交"
"2026-07-28","2026-07-28 09:30:00.000","003040.SZ","楚天龙","卖出","97300","10.41","1012893","38294.62 / 3.93%","1316.76","普通成交"
"2026-07-28","2026-07-28 09:30:00.000","920374.BJ","云里物里","卖出","33300","13.93","463869","-34019.29 / -6.83%","603.03","普通成交"
"2026-07-28","2026-07-28 09:30:00.000","300940.SZ","南极光","卖出","63200","12.78","807696","13016.54 / 1.64%","1050","普通成交"
"2026-07-28","2026-07-28 09:30:00.000","301622.SZ","英思特","卖出","19300","38.56","744208","-12965.09 / -1.71%","967.47","普通成交"
"2026-07-28","2026-07-28 09:30:00.000","300963.SZ","中洲特材","卖出","66100","10.9","720490","9648.46 / 1.36%","936.64","普通成交"
"2026-07-27","2026-07-27 09:30:00.000","920374.BJ","云里物里","买入","1900","13.52","25688","--","7.71","普通成交"
"2026-07-27","2026-07-27 09:30:00.000","300991.SZ","创益通","买入","100","24.02","2402","--","5","普通成交"
"2026-07-27","2026-07-27 09:30:00.000","300963.SZ","中洲特材","买入","1000","10.58","10580","--","5","普通成交"
"2026-07-27","2026-07-27 09:30:00.000","300940.SZ","南极光","卖出","3800","12.8","48640","858.64 / 1.8%","63.23","普通成交"
"2026-07-27","2026-07-27 09:30:00.000","003040.SZ","楚天龙","买入","800","10.07","8056","--","5","普通成交"
"2026-07-24","2026-07-24 09:30:00.000","920374.BJ","云里物里","买入","500","14.65","7325","--","5","普通成交"
"2026-07-24","2026-07-24 09:30:00.000","301622.SZ","英思特","卖出","100","39.13","3913","-10.18 / -0.26%","8.91","普通成交"
"2026-07-24","2026-07-24 09:30:00.000","300963.SZ","中洲特材","卖出","1100","10.85","11935","102.71 / 0.87%","16.94","普通成交"
"2026-07-24","2026-07-24 09:30:00.000","003040.SZ","楚天龙","买入","800","10.36","8288","--","5","普通成交"
"2026-07-23","2026-07-23 09:30:00.000","920374.BJ","云里物里","卖出","400","14.55","5820","-197.64 / -3.28%","10.82","普通成交"
"2026-07-23","2026-07-23 09:30:00.000","300991.SZ","创益通","卖出","100","24.21","2421","-149.26 / -5.81%","7.42","普通成交"
"2026-07-23","2026-07-23 09:30:00.000","300963.SZ","中洲特材","买入","700","10.25","7175","--","5","普通成交"
"2026-07-23","2026-07-23 09:30:00.000","300940.SZ","南极光","买入","800","12.19","9752","--","5","普通成交"
"2026-07-23","2026-07-23 09:30:00.000","003040.SZ","楚天龙","卖出","500","10.3","5150","143.5 / 2.87%","10.15","普通成交"
"2026-07-22","2026-07-22 09:30:00.000","300991.SZ","创益通","卖出","500","24.04","12020","-831.32 / -6.47%","17.02","普通成交"
"2026-07-22","2026-07-22 09:30:00.000","300963.SZ","中洲特材","买入","100","10.41","1041","--","5","普通成交"
"2026-07-22","2026-07-22 09:30:00.000","300940.SZ","南极光","买入","800","12.15","9720","--","5","普通成交"
"2026-07-22","2026-07-22 09:30:00.000","003040.SZ","楚天龙","卖出","1000","10.15","10150","137.0 / 1.37%","15.15","普通成交"
"2026-07-21","2026-07-21 09:30:00.000","920374.BJ","云里物里","买入","3200","14.07","45024","--","13.51","普通成交"
"2026-07-21","2026-07-21 09:30:00.000","301622.SZ","英思特","卖出","100","37.72","3772","-151.18 / -3.85%","8.77","普通成交"
"2026-07-21","2026-07-21 09:30:00.000","300991.SZ","创益通","买入","1000","23.28","23280","--","6.98","普通成交"
"2026-07-21","2026-07-21 09:30:00.000","300963.SZ","中洲特材","卖出","500","10.44","5220","-161.21 / -3.0%","10.22","普通成交"
"2026-07-21","2026-07-21 09:30:00.000","300940.SZ","南极光","卖出","1600","12.25","19600","-534.04 / -2.65%","25.48","普通成交"
"2026-07-21","2026-07-21 09:30:00.000","003040.SZ","楚天龙","卖出","3900","10.01","39039","-11.71 / -0.03%","50.75","普通成交"
"2026-07-21","2026-07-21 00:00:00.000","300963.SZ","中洲特材","卖出","0","10.48","1370.72","--","342.68","除权除息"
"2026-07-20","2026-07-20 09:30:00.000","920374.BJ","云里物里","买入","28100","15.15","425715","--","127.71","普通成交"
"2026-07-20","2026-07-20 09:30:00.000","301622.SZ","英思特","买入","19500","39.22","764790","--","229.44","普通成交"
"2026-07-20","2026-07-20 09:30:00.000","300991.SZ","创益通","买入","25400","25.79","655066","--","196.52","普通成交"
"2026-07-20","2026-07-20 09:30:00.000","300963.SZ","中洲特材","买入","65900","10.79","711061","--","213.32","普通成交"
"2026-07-20","2026-07-20 09:30:00.000","300940.SZ","南极光","买入","67000","12.58","842860","--","252.86","普通成交"
"2026-07-20","2026-07-20 09:30:00.000","003040.SZ","楚天龙","买入","101100","10.01","1012011","--","303.6","普通成交"
"2026-07-14","2026-07-14 09:30:00.000","600802.SH","福建水泥","卖出","163900","4.08","668712","-43752.94 / -6.14%","869.33","普通成交"
"2026-07-14","2026-07-14 09:30:00.000","300374.SZ","中铁装配","卖出","80300","9.71","779713","-55607.41 / -6.66%","1013.63","普通成交"
"2026-07-14","2026-07-14 09:30:00.000","300256.SZ","星星科技","卖出","292700","2.43","711261","-55373.61 / -7.22%","924.64","普通成交"
"2026-07-13","2026-07-13 09:30:00.000","600802.SH","福建水泥","卖出","1400","4.24","5936","-149.73 / -2.46%","10.94","普通成交"
"2026-07-13","2026-07-13 09:30:00.000","300256.SZ","星星科技","买入","1300","2.56","3328","--","5","普通成交"
"2026-07-13","2026-07-13 09:30:00.000","300213.SZ","佳讯飞鸿","卖出","107500","6.11","656825","-5573.66 / -0.84%","853.87","普通成交"
"2026-07-13","2026-07-13 09:30:00.000","003040.SZ","楚天龙","卖出","81500","10.46","852490","-28059.65 / -3.19%","1108.24","普通成交"
"2026-07-13","2026-07-13 09:30:00.000","002369.SZ","卓翼科技","卖出","139300","5.36","746648","-15007.06 / -1.97%","970.64","普通成交"
"2026-07-10","2026-07-10 09:30:00.000","600802.SH","福建水泥","买入","900","4.1","3690","--","5","普通成交"
"2026-07-10","2026-07-10 09:30:00.000","300374.SZ","中铁装配","买入","1400","9.8","13720","--","5","普通成交"
"2026-07-10","2026-07-10 09:30:00.000","300256.SZ","星星科技","卖出","6000","2.54","15240","-476.57 / -3.03%","20.24","普通成交"
"2026-07-10","2026-07-10 09:30:00.000","003040.SZ","楚天龙","买入","600","10.28","6168","--","5","普通成交"
"2026-07-10","2026-07-10 09:30:00.000","002369.SZ","卓翼科技","卖出","1600","5.25","8400","-348.37 / -3.98%","13.4","普通成交"
"2026-07-09","2026-07-09 09:30:00.000","600802.SH","福建水泥","买入","400","4.12","1648","--","5","普通成交"
"2026-07-09","2026-07-09 09:30:00.000","300256.SZ","星星科技","买入","2000","2.48","4960","--","5","普通成交"
"2026-07-09","2026-07-09 09:30:00.000","300213.SZ","佳讯飞鸿","卖出","300","5.92","1776","-72.55 / -3.92%","6.78","普通成交"
"2026-07-09","2026-07-09 09:30:00.000","003040.SZ","楚天龙","卖出","500","10.28","5140","-264.06 / -4.89%","10.14","普通成交"
"2026-07-09","2026-07-09 09:30:00.000","002369.SZ","卓翼科技","买入","400","5.18","2072","--","5","普通成交"
"2026-07-08","2026-07-08 09:30:00.000","600802.SH","福建水泥","买入","1800","4.12","7416","--","5","普通成交"
"2026-07-08","2026-07-08 09:30:00.000","300374.SZ","中铁装配","卖出","200","10.05","2010","-72.62 / -3.49%","7.01","普通成交"
"2026-07-08","2026-07-08 09:30:00.000","300256.SZ","星星科技","卖出","2200","2.49","5478","-286.78 / -4.97%","10.48","普通成交"
"2026-07-08","2026-07-08 09:30:00.000","300213.SZ","佳讯飞鸿","卖出","300","5.89","1767","-81.55 / -4.41%","6.77","普通成交"
"2026-07-08","2026-07-08 09:30:00.000","003040.SZ","楚天龙","买入","700","10.21","7147","--","5","普通成交"
"2026-07-08","2026-07-08 09:30:00.000","002369.SZ","卓翼科技","买入","1300","5.13","6669","--","5","普通成交"
"2026-07-07","2026-07-07 09:30:00.000","600802.SH","福建水泥","卖出","1400","4.28","5992","-99.83 / -1.64%","10.99","普通成交"
"2026-07-07","2026-07-07 09:30:00.000","300374.SZ","中铁装配","卖出","800","10.12","8096","-234.5 / -2.81%","13.1","普通成交"
"2026-07-07","2026-07-07 09:30:00.000","300256.SZ","星星科技","买入","1200","2.51","3012","--","5","普通成交"
"2026-07-07","2026-07-07 09:30:00.000","300213.SZ","佳讯飞鸿","卖出","500","6.02","3010","-70.92 / -2.3%","8.01","普通成交"
"2026-07-06","2026-07-06 09:30:00.000","600802.SH","福建水泥","买入","163600","4.35","711660","--","213.5","普通成交"
"2026-07-06","2026-07-06 09:30:00.000","300374.SZ","中铁装配","买入","79900","10.41","831759","--","249.53","普通成交"
"2026-07-06","2026-07-06 09:30:00.000","300256.SZ","星星科技","买入","296400","2.62","776568","--","232.97","普通成交"
"2026-07-06","2026-07-06 09:30:00.000","300213.SZ","佳讯飞鸿","买入","108600","6.16","668976","--","200.69","普通成交"
"2026-07-06","2026-07-06 09:30:00.000","003040.SZ","楚天龙","买入","80700","10.81","872367","--","261.71","普通成交"
"2026-07-06","2026-07-06 09:30:00.000","002369.SZ","卓翼科技","买入","139200","5.47","761424","--","228.43","普通成交"
"2026-06-02","2026-06-02 09:30:00.000","605188.SH","国光连锁","卖出","44200","14.51","641342","21509.2 / 3.47%","833.74","普通成交"
"2026-06-02","2026-06-02 09:30:00.000","001328.SZ","登康口腔","卖出","20100","31.37","630537","41861.58 / 7.11%","819.7","普通成交"
"2026-06-02","2026-06-02 09:30:00.000","002343.SZ","慈文传媒","卖出","160800","5.47","879576","-8163.51 / -0.92%","1143.45","普通成交"
"2026-06-02","2026-06-02 09:30:00.000","000501.SZ","武商集团","卖出","110200","7.89","869478","40537.97 / 4.89%","1130.32","普通成交"
"2026-06-02","2026-06-02 09:30:00.000","603258.SH","电魂网络","卖出","46100","14.53","669833","-11616.55 / -1.7%","870.78","普通成交"
"2026-06-02","2026-06-02 09:30:00.000","301108.SZ","洁雅股份","卖出","38100","24.51","933831","2623.21 / 0.28%","1213.98","普通成交"
"2026-06-01","2026-06-01 09:30:00.000","605188.SH","国光连锁","卖出","400","14.1","5640","30.65 / 0.55%","10.64","普通成交"
"2026-06-01","2026-06-01 09:30:00.000","603258.SH","电魂网络","买入","600","13.77","8262","--","5","普通成交"
"2026-06-01","2026-06-01 09:30:00.000","301108.SZ","洁雅股份","买入","800","22.71","18168","--","5.45","普通成交"
"2026-06-01","2026-06-01 09:30:00.000","002343.SZ","慈文传媒","买入","4600","5.26","24196","--","7.26","普通成交"
"2026-06-01","2026-06-01 09:30:00.000","001328.SZ","登康口腔","卖出","700","30.97","21679","1177.87 / 5.75%","28.18","普通成交"
"2026-06-01","2026-06-01 09:30:00.000","000501.SZ","武商集团","卖出","1900","7.75","14725","432.93 / 3.03%","19.73","普通成交"
"2026-05-29","2026-05-29 09:30:00.000","603258.SH","电魂网络","卖出","200","13.93","2786","-173.04 / -5.85%","7.79","普通成交"
"2026-05-29","2026-05-29 09:30:00.000","002343.SZ","慈文传媒","卖出","2100","5.37","11277","-332.64 / -2.87%","16.28","普通成交"
"2026-05-29","2026-05-29 09:30:00.000","000501.SZ","武商集团","买入","800","7.5","6000","--","5","普通成交"
"2026-05-29","2026-05-29 00:00:00.000","605188.SH","国光连锁","卖出","0","13.94","535.2","--","133.8","除权除息"
"2026-05-28","2026-05-28 09:30:00.000","605188.SH","国光连锁","卖出","400","14.03","5612","-1.37 / -0.02%","10.61","普通成交"
"2026-05-28","2026-05-28 09:30:00.000","603258.SH","电魂网络","买入","1600","13.78","22048","--","6.61","普通成交"
"2026-05-28","2026-05-28 09:30:00.000","301108.SZ","洁雅股份","买入","600","23.42","14052","--","5","普通成交"
"2026-05-28","2026-05-28 09:30:00.000","002343.SZ","慈文传媒","卖出","1100","5.34","5874","-207.24 / -3.41%","10.87","普通成交"
"2026-05-28","2026-05-28 09:30:00.000","001328.SZ","登康口腔","卖出","500","29.6","14800","156.33 / 1.07%","19.8","普通成交"
"2026-05-28","2026-05-28 09:30:00.000","000501.SZ","武商集团","卖出","500","7.65","3825","63.87 / 1.7%","8.83","普通成交"
"2026-05-27","2026-05-27 09:30:00.000","605188.SH","国光连锁","卖出","800","13.85","11080","-146.74 / -1.31%","16.08","普通成交"
"2026-05-27","2026-05-27 09:30:00.000","301108.SZ","洁雅股份","买入","500","23.64","11820","--","5","普通成交"
"2026-05-27","2026-05-27 09:30:00.000","002343.SZ","慈文传媒","买入","100","5.39","539","--","5","普通成交"
"2026-05-27","2026-05-27 09:30:00.000","001328.SZ","登康口腔","买入","100","28.93","2893","--","5","普通成交"
"2026-05-27","2026-05-27 09:30:00.000","000501.SZ","武商集团","卖出","2100","7.64","16044","247.26 / 1.57%","21.04","普通成交"
"2026-05-26","2026-05-26 09:30:00.000","605188.SH","国光连锁","买入","200","13.83","2766","--","5","普通成交"
"2026-05-26","2026-05-26 09:30:00.000","603258.SH","电魂网络","买入","500","14.6","7300","--","5","普通成交"
"2026-05-26","2026-05-26 09:30:00.000","301108.SZ","洁雅股份","买入","100","24.32","2432","--","5","普通成交"
"2026-05-26","2026-05-26 09:30:00.000","002343.SZ","慈文传媒","买入","3400","5.38","18292","--","5.49","普通成交"
"2026-05-26","2026-05-26 09:30:00.000","001328.SZ","登康口腔","卖出","200","29.47","5894","36.24 / 0.62%","10.89","普通成交"
"2026-05-26","2026-05-26 09:30:00.000","000501.SZ","武商集团","卖出","2100","7.62","16002","205.26 / 1.3%","21","普通成交"
"2026-05-25","2026-05-25 09:30:00.000","605188.SH","国光连锁","买入","45600","14.03","639768","--","191.93","普通成交"
"2026-05-25","2026-05-25 09:30:00.000","603258.SH","电魂网络","买入","43600","14.83","646588","--","193.98","普通成交"
"2026-05-25","2026-05-25 09:30:00.000","301108.SZ","洁雅股份","买入","36100","24.5","884450","--","265.34","普通成交"
"2026-05-25","2026-05-25 09:30:00.000","002343.SZ","慈文传媒","买入","155900","5.53","862127","--","258.64","普通成交"
"2026-05-25","2026-05-25 09:30:00.000","001328.SZ","登康口腔","买入","21400","29.28","626592","--","187.98","普通成交"
"2026-05-25","2026-05-25 09:30:00.000","000501.SZ","武商集团","买入","116000","7.52","872320","--","261.7","普通成交"
"2026-05-07","2026-05-07 09:30:00.000","000025.SZ","特  力Ａ","卖出","42300","16.25","687375","3970.0 / 0.58%","893.59","普通成交"
"2026-05-07","2026-05-07 09:30:00.000","003040.SZ","楚天龙","卖出","48500","15.11","732835","21226.08 / 2.98%","952.69","普通成交"
"2026-05-07","2026-05-07 09:30:00.000","600881.SH","亚泰集团","卖出","505700","1.62","819234","28599.27 / 3.62%","1065","普通成交"
"2026-05-07","2026-05-07 09:30:00.000","603072.SH","天和磁材","卖出","22900","38.1","872490","27083.56 / 3.2%","1134.24","普通成交"
"2026-05-07","2026-05-07 09:30:00.000","301622.SZ","英思特","卖出","11600","54.92","637072","3210.38 / 0.51%","828.19","普通成交"
"2026-05-07","2026-05-07 09:30:00.000","002148.SZ","北纬科技","卖出","98300","8.09","795247","37188.87 / 4.91%","1033.82","普通成交"
"2026-05-06","2026-05-06 09:30:00.000","603072.SH","天和磁材","卖出","100","37.6","3760","68.27 / 1.85%","8.76","普通成交"
"2026-05-06","2026-05-06 09:30:00.000","600881.SH","亚泰集团","买入","6700","1.58","10586","--","5","普通成交"
"2026-05-06","2026-05-06 09:30:00.000","301622.SZ","英思特","买入","200","54.51","10902","--","5","普通成交"
"2026-05-06","2026-05-06 09:30:00.000","003040.SZ","楚天龙","买入","1000","14.87","14870","--","5","普通成交"
"2026-05-06","2026-05-06 09:30:00.000","000025.SZ","特  力Ａ","买入","400","16.66","6664","--","5","普通成交"
"2026-04-30","2026-04-30 09:30:00.000","600881.SH","亚泰集团","卖出","26400","1.61","42504","1235.15 / 2.99%","55.26","普通成交"
"2026-04-30","2026-04-30 09:30:00.000","000025.SZ","特  力Ａ","买入","400","16.39","6556","--","5","普通成交"
"2026-04-29","2026-04-29 09:30:00.000","603072.SH","天和磁材","卖出","200","35.9","7180","-203.46 / -2.76%","12.18","普通成交"
"2026-04-29","2026-04-29 09:30:00.000","600881.SH","亚泰集团","买入","8900","1.51","13439","--","5","普通成交"
"2026-04-29","2026-04-29 09:30:00.000","301622.SZ","英思特","买入","200","53.43","10686","--","5","普通成交"
"2026-04-29","2026-04-29 09:30:00.000","003040.SZ","楚天龙","买入","700","14.44","10108","--","5","普通成交"
"2026-04-29","2026-04-29 09:30:00.000","002148.SZ","北纬科技","买入","1300","7.67","9971","--","5","普通成交"
"2026-04-29","2026-04-29 09:30:00.000","000025.SZ","特  力Ａ","卖出","800","16.25","13000","80.96 / 0.63%","18","普通成交"
"2026-04-28","2026-04-28 09:30:00.000","603072.SH","天和磁材","买入","500","35.83","17915","--","5.37","普通成交"
"2026-04-28","2026-04-28 09:30:00.000","600881.SH","亚泰集团","卖出","15700","1.45","22765","-1791.7 / -7.3%","29.59","普通成交"
"2026-04-28","2026-04-28 09:30:00.000","301622.SZ","英思特","买入","11200","54.65","612080","--","183.62","普通成交"
"2026-04-28","2026-04-28 09:30:00.000","003040.SZ","楚天龙","买入","41500","14.65","607975","--","182.39","普通成交"
"2026-04-28","2026-04-28 09:30:00.000","002148.SZ","北纬科技","买入","96900","7.71","747099","--","224.13","普通成交"
"2026-04-28","2026-04-28 09:30:00.000","000025.SZ","特  力Ａ","买入","3900","15.96","62244","--","18.67","普通成交"
"2026-04-28","2026-04-28 09:30:00.000","002313.SZ","日海智能","卖出","104700","9.41","985227","99323.99 / 11.21%","1280.8","普通成交"
"2026-04-28","2026-04-28 09:30:00.000","002295.SZ","精艺股份","卖出","60800","10.92","663936","-5436.18 / -0.81%","863.12","普通成交"
"2026-04-28","2026-04-28 09:30:00.000","920374.BJ","云里物里","卖出","21100","19.37","408707","-40546.56 / -9.03%","531.32","普通成交"
"2026-04-27","2026-04-27 09:30:00.000","603072.SH","天和磁材","买入","1400","35.52","49728","--","14.92","普通成交"
"2026-04-27","2026-04-27 09:30:00.000","600881.SH","亚泰集团","卖出","35300","1.44","50832","-4381.48 / -7.94%","66.08","普通成交"
"2026-04-27","2026-04-27 09:30:00.000","003040.SZ","楚天龙","买入","5300","14.8","78440","--","23.53","普通成交"
"2026-04-27","2026-04-27 09:30:00.000","002313.SZ","日海智能","卖出","8100","9.64","78084","9547.09 / 13.93%","101.51","普通成交"
"2026-04-27","2026-04-27 09:30:00.000","002148.SZ","北纬科技","买入","100","7.54","754","--","5","普通成交"
"2026-04-27","2026-04-27 09:30:00.000","000025.SZ","特  力Ａ","买入","200","15.7","3140","--","5","普通成交"
"2026-04-24","2026-04-24 09:30:00.000","920374.BJ","云里物里","买入","600","20.36","12216","--","5","普通成交"
"2026-04-24","2026-04-24 09:30:00.000","603072.SH","天和磁材","买入","300","35.8","10740","--","5","普通成交"
"2026-04-24","2026-04-24 09:30:00.000","600881.SH","亚泰集团","买入","16800","1.44","24192","--","7.26","普通成交"
"2026-04-24","2026-04-24 09:30:00.000","002313.SZ","日海智能","卖出","5100","8.91","45441","2288.13 / 5.3%","59.07","普通成交"
"2026-04-24","2026-04-24 09:30:00.000","002295.SZ","精艺股份","买入","700","10.68","7476","--","5","普通成交"
"2026-04-24","2026-04-24 09:30:00.000","000025.SZ","特  力Ａ","买入","400","15.68","6272","--","5","普通成交"
"2026-04-23","2026-04-23 09:30:00.000","920374.BJ","云里物里","卖出","600","21.29","12774","-17.2 / -0.13%","17.77","普通成交"
"2026-04-23","2026-04-23 09:30:00.000","603072.SH","天和磁材","卖出","200","36.99","7398","-12.22 / -0.16%","12.4","普通成交"
"2026-04-23","2026-04-23 09:30:00.000","600881.SH","亚泰集团","买入","12900","1.46","18834","--","5.65","普通成交"
"2026-04-23","2026-04-23 09:30:00.000","002313.SZ","日海智能","卖出","2200","8.56","18832","217.04 / 1.17%","24.48","普通成交"
"2026-04-23","2026-04-23 09:30:00.000","002295.SZ","精艺股份","买入","100","10.88","1088","--","5","普通成交"
"2026-04-22","2026-04-22 09:30:00.000","920374.BJ","云里物里","买入","300","20.8","6240","--","5","普通成交"
